,Unnamed: 0,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type,win_by_coin_toss,extra_time,golden_raid
24,24,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-16 20:00+05:30,Puneri Paltan won by 30 Pts,2023-12-16 20:00+05:30,Match Completed,30.0,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3053,League,Match 25,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Puneri Paltan,49,True,Bengal Warriors,19,False,Puneri Paltan,Sanket Sawant,3234.0,0.0,Defender - Left Cover,Pankaj Mohite,3233.0,3.0,Raider,Mohit Goyat,4022.0,12.0,Raider,Abinesh Nadarajan,4192.0,4.0,Defender - Right Cover,Mohammadreza Chiyaneh,4925.0,6.0,All-Rounder,Maninder Singh,143.0,7.0,Raider,Shubham Shinde,3103.0,2.0,Defender - Right Corner,Akshay Bharat,5035.0,0.0,All-Rounder,Darpan ,5051.0,1.0,Defender,Aditya S. Shinde,5134.0,1.0,Defender - Left Corner,,False,False
25,25,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-16 21:00+05:30,Dabang Delhi K.C. won by 11 Pts,2023-12-16 21:00+05:30,Match Completed,11.0,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3054,League,Match 26,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Telugu Titans,40,False,Dabang Delhi K.C.,51,True,Dabang Delhi K.C.,Pawan Kumar,318.0,14.0,Raider,Sandeep Dhull,290.0,1.0,Defender - Left Corner,Sanjeevi S ,4191.0,2.0,All- Rounder,Hamid Nader,4923.0,2.0,All-Rounder,Shankar Gadai,5039.0,2.0,All-Rounder,Naveen Kumar,2296.0,14.0,Raider,Manjeet ,3965.0,2.0,Raider,Ashu Malik,4947.0,16.0,Raider,Himmat Antil,5142.0,2.0,Defender - Left Cover,Yogesh ,5144.0,1.0,Defender - Right Corner,,False,False
26,26,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-17 20:00+05:30,Jaipur Pink Panthers won by 1 Pts,2023-12-17 20:00+05:30,Match Completed,1.0,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3055,League,Match 27,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Patna Pirates,28,False,Jaipur Pink Panthers,29,True,Jaipur Pink Panthers,Sachin ,757.0,7.0,Raider,Sudhakar M ,4193.0,3.0,Raider,Krishan ,4949.0,2.0,Defender,Sandeep Kumar ,5282.0,7.0,Raider,Ankit ,5169.0,2.0,All-Rounder,Sunil Kumar,368.0,0.0,Defender,V Ajith Kumar,3053.0,16.0,Raider,Ankush ,3574.0,2.0,Defender - Left Corner,Lucky Sharma,5042.0,2.0,Defender - Right Corner,Reza Mirbagheri,5022.0,3.0,Defender,,False,False
27,27,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-17 21:00+05:30,U Mumba won by 13 Pts,2023-12-17 21:00+05:30,Match Completed,13.0,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3056,League,Match 28,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U Mumba,46,True,Tamil Thalaivas,33,False,U Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
28,28,"Pro Kabaddi League Season 10, 2023",T,44,2023-12-18 20:00+05:30,Match Tied,2023-12-18 20:00+05:30,Match Completed,,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3057,League,Match 29,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Bengal Warriors,37,False,U.P. Yoddhas,37,False,Tie,Maninder Singh,143.0,9.0,Raider,Shrikant Jadhav,106.0,6.0,Raider,Shubham Shinde,3103.0,4.0,Defender - Right Corner,Akshay Kumar,4873.0,1.0,Defender-Left Corner,Akshay Bharat,5035.0,0.0,All-Rounder,Vijay Malik,3081.0,7.0,All-Rounder,,,,,,,,,,,,,,,,,,False,False
29,29,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-18 21:00+05:30,Puneri Paltan won by 7 Pts,2023-12-18 21:00+05:30,Match Completed,7.0,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3058,League,Match 30,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Puneri Paltan,30,True,Dabang Delhi K.C.,23,False,Puneri Paltan,Sanket Sawant,3234.0,3.0,Defender - Left Cover,Mohit Goyat,4022.0,7.0,Raider,Abinesh Nadarajan,4192.0,2.0,Defender - Right Cover,Mohammadreza Chiyaneh,4925.0,2.0,All-Rounder,Akash Shinde,4959.0,3.0,Raider,Yogesh ,5144.0,4.0,Defender - Right Corner,Mohit ,5319.0,0.0,Defender-Right Cover,,,,,,,,,,,,,,False,False
30,30,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-19 20:00+05:30,Haryana Steelers won by 2 Pts,2023-12-19 20:00+05:30,Match Completed,2.0,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3059,League,Match 31,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Haryana Steelers,31,True,Gujarat Giants,29,False,Haryana Steelers,Vinay ,3054.0,9.0,Raider,Ashish ,3028.0,1.0,All-Rounder,Rahul Sethpal,4186.0,0.0,Defender - Right Corner,Mohit ,5032.0,2.0,Defender - Left Corner,Shivam Patare,4108.0,3.0,Left Raider,Fazel Atrachali,259.0,4.0,Defender,Rohit Gulia,3023.0,7.0,All-Rounder,Vikash Jaglan,121.0,2.0,All- Rounder,Sonu ,3128.0,4.0,Raider,Rakesh ,3966.0,1.0,Raider,,False,False
31,31,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-20 20:00+05:30,Jaipur Pink Panthers won by 17 Pts,2023-12-20 20:00+05:30,Match Completed,17.0,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3060,League,Match 32,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Jaipur Pink Panthers,41,True,U.P. Yoddhas,24,False,Jaipur Pink Panthers,Sunil Kumar,368.0,3.0,Defender,V Ajith Kumar,3053.0,4.0,Raider,Ankush ,3574.0,2.0,Defender - Left Corner,Lucky Sharma,5042.0,3.0,Defender - Right Corner,Abhishek KS,5113.0,3.0,Defender - Left Cover,Pardeep Narwal,197.0,6.0,Raider,Vijay Malik,3081.0,4.0,All-Rounder,Nitesh Kumar,3088.0,3.0,Defender,Gurdeep ,2041.0,3.0,All-Rounder,Sumit ,3240.0,1.0,Defender - Left Corner,,False,False
32,32,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-20 21:00+05:30,Puneri Paltan won by 25 Pts,2023-12-20 21:00+05:30,Match Completed,25.0,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3061,League,Match 33,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Puneri Paltan,43,True,Bengaluru Bulls,18,False,Puneri Paltan,Sanket Sawant,3234.0,1.0,Defender - Left Cover,Mohammadreza Chiyaneh,4925.0,7.0,All-Rounder,Aslam Inamdar,4960.0,6.0,All-rounder,Aditya Shinde,5116.0,0.0,Raider,Dadaso Pujari,5151.0,0.0,Defender - Right Corner,Ran Singh,160.0,0.0,All- Rounder,Vikash Khandola,366.0,5.0,Raider,Rakshith ,3090.0,0.0,Defender-Right Cover,Neeraj Narwal,3038.0,2.0,Raider,Bharat ,4944.0,1.0,Raider,,False,False
33,33,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-22 20:00+05:30,Patna Pirates won by 13 Pts,2023-12-22 20:00+05:30,Match Completed,13.0,1040,kabaddi,"SDAT Multi purpose Indoor Stadium, Chennai",3062,League,Match 34,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Tamil Thalaivas,33,False,Patna Pirates,46,True,Patna Pirates,M. Abishek ,3014.0,1.0,Defender - Right Cover,Himanshu ,3161.0,8.0,Defender - Left Corner,Sagar ,3236.0,2.0,Defender - Right Corner,Himanshu ,3970.0,6.0,Raider,Mohit ,4964.0,0.0,Defender - Left Cover,Sudhakar M ,4193.0,11.0,Raider,Manish ,4957.0,3.0,Defender,Ankit ,5169.0,3.0,All-Rounder,,,,,,,,,,False,False
34,34,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-22 21:00+05:30,Telugu Titans won by 1 Pts,2023-12-22 21:00+05:30,Match Completed,1.0,1040,kabaddi,"SDAT Multi purpose Indoor Stadium, Chennai",3063,League,Match 35,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Haryana Steelers,36,False,Telugu Titans,37,True,Telugu Titans,K.Prapanjan ,219.0,0.0,Raider,Vinay ,3054.0,9.0,Raider,Jaideep ,4184.0,1.0,Defender - Left Cover,Rahul Sethpal,4186.0,1.0,Defender - Right Corner,Mohit ,4954.0,3.0,Defender - Right Cover,Sandeep Dhull,290.0,5.0,Defender - Left Corner,Hamid Nader,4923.0,2.0,All-Rounder,Ajit Pawar,5174.0,7.0,Defender - Left Cover,,,,,,,,,,False,False
35,35,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-23 20:00+05:30,Jaipur Pink Panthers won by 1 Pts,2023-12-23 20:00+05:30,Match Completed,1.0,1040,kabaddi,"SDAT Multi purpose Indoor Stadium, Chennai",3064,League,Match 36,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Tamil Thalaivas,24,False,Jaipur Pink Panthers,25,True,Jaipur Pink Panthers,M. Abishek ,3014.0,4.0,Defender - Right Cover,Nitesh Kumar,5156.0,0.0,Defender - Left Corner,,,,,,,,,,,,,Sunil Kumar,368.0,4.0,Defender,Bhavani Rajput,660.0,1.0,Raider,Arjun Deshwal,2024.0,7.0,Raider,V Ajith Kumar,3053.0,3.0,Raider,Ankush ,3574.0,2.0,Defender - Left Corner,,False,False
36,36,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-23 21:00+05:30,Gujarat Giants won by 8 Pts,2023-12-23 21:00+05:30,Match Completed,8.0,1040,kabaddi,"SDAT Multi purpose Indoor Stadium, Chennai",3065,League,Match 37,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Gujarat Giants,38,True,U.P. Yoddhas,30,False,Gujarat Giants,Fazel Atrachali,259.0,6.0,Defender,Ravi Kumar,240.0,2.0,Defender - Right Cover,Sombir ,3000.0,3.0,Defender,Mohammad Nabibakhsh,3176.0,0.0,All-Rounder,Rakesh ,3966.0,14.0,Raider,Vijay Malik,3081.0,1.0,All-Rounder,Nitesh Kumar,3088.0,6.0,Defender,Gurdeep ,2041.0,1.0,All-Rounder,Sumit ,3240.0,1.0,Defender - Left Corner,Surender Gill,3241.0,13.0,Raider,,False,False
37,37,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-24 20:00+05:30,U Mumba won by 2 Pts,2023-12-24 20:00+05:30,Match Completed,2.0,1040,kabaddi,"SDAT Multi purpose Indoor Stadium, Chennai",3066,League,Match 38,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U Mumba,39,True,Bengal Warriors,37,False,U Mumba,Mahender Singh,769.0,5.0,Defender - Left Cover,Surinder Singh,3086.0,3.0,Defender,Gokulakannan M,3910.0,0.0,Defender - Right Cover,Rinku ,3964.0,4.0,Defender - Right Corner,Visvanth V,5046.0,3.0,All- Rounder,Maninder Singh,143.0,11.0,Raider,Shrikant Jadhav,106.0,4.0,Raider,Shubham Shinde,3103.0,2.0,Defender - Right Corner,Vaibhav Garje,5114.0,0.0,Defender - Right Cover,Harsh Lad,5078.0,8.0,Defender,,False,False
38,38,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-24 21:00+05:30,Bengaluru Bulls won by 2 Pts,2023-12-24 21:00+05:30,Match Completed,2.0,1040,kabaddi,"SDAT Multi purpose Indoor Stadium, Chennai",3067,League,Match 39,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Bengaluru Bulls,33,True,Telugu Titans,31,False,Bengaluru Bulls,Vikash Khandola,366.0,5.0,Raider,Saurabh Nandal,3228.0,3.0,Defender - Right Corner,Bharat ,4944.0,6.0,Raider,Aman ,4972.0,0.0,Defender - Left Corner,,,,,Pawan Kumar,318.0,13.0,Raider,Sandeep Dhull,290.0,1.0,Defender - Left Corner,Shankar Gadai,5039.0,1.0,All-Rounder,Ajit Pawar,5174.0,5.0,Defender - Left Cover,Robin Chaudhary,5197.0,2.0,Right Raider,,False,False
39,39,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-25 20:00+05:30,Dabang Delhi K.C. won by 9 Pts,2023-12-25 20:00+05:30,Match Completed,9.0,1040,kabaddi,"SDAT Multi purpose Indoor Stadium, Chennai",3068,League,Match 40,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Bengal Warriors,29,False,Dabang Delhi K.C.,38,True,Dabang Delhi K.C.,Maninder Singh,143.0,6.0,Raider,Shrikant Jadhav,106.0,3.0,Raider,Shubham Shinde,3103.0,4.0,Defender - Right Corner,Vaibhav Garje,5114.0,4.0,Defender - Right Cover,Harsh Lad,5078.0,1.0,Defender,Naveen Kumar,2296.0,11.0,Raider,Ashu Malik,4947.0,3.0,Raider,Ashish ,5141.0,6.0,Defender - Left Corner,Yogesh ,5144.0,6.0,Defender - Right Corner,,,,,,False,False
40,40,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-25 21:00+05:30,Haryana Steelers won by 13 Pts,2023-12-25 21:00+05:30,Match Completed,13.0,1040,kabaddi,"SDAT Multi purpose Indoor Stadium, Chennai",3069,League,Match 41,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Tamil Thalaivas,29,False,Haryana Steelers,42,True,Haryana Steelers,M. Abishek ,3014.0,1.0,Defender - Right Cover,Sagar ,3236.0,4.0,Defender - Right Corner,Himanshu Singh,4963.0,9.0,Raider,Sahil Singh,4965.0,10.0,Defender - Left Corner,,,,,Rahul Sethpal,4186.0,7.0,Defender - Right Corner,Mohit ,4954.0,2.0,Defender - Right Cover,Mohit ,5032.0,3.0,Defender - Left Corner,Shivam Patare,4108.0,8.0,Left Raider,,,,,,False,False
41,41,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-26 20:00+05:30,Puneri Paltan won by 18 Pts,2023-12-26 20:00+05:30,Match Completed,18.0,1040,kabaddi,"SDAT Multi purpose Indoor Stadium, Chennai",3070,League,Match 42,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Puneri Paltan,46,True,Patna Pirates,28,False,Puneri Paltan,Sanket Sawant,3234.0,1.0,Defender - Left Cover,Pankaj Mohite,3233.0,11.0,Raider,Mohit Goyat,4022.0,9.0,Raider,Abinesh Nadarajan,4192.0,5.0,Defender - Right Cover,Aslam Inamdar,4960.0,6.0,All-rounder,Neeraj Kumar,3107.0,0.0,Defender - Right Cover,Kunal Mehta,4039.0,0.0,Raider,Ankit ,5169.0,0.0,All-Rounder,,,,,,,,,,False,False
42,42,"Pro Kabaddi League Season 10, 2023",T,44,2023-12-27 20:00+05:30,Match Tied,2023-12-27 20:00+05:30,Match Completed,,1040,kabaddi,"SDAT Multi purpose Indoor Stadium, Chennai",3071,League,Match 43,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Jaipur Pink Panthers,32,False,Dabang Delhi K.C.,32,False,Tie,Sunil Kumar,368.0,1.0,Defender,Bhavani Rajput,660.0,4.0,Raider,Arjun Deshwal,2024.0,13.0,Raider,V Ajith Kumar,3053.0,3.0,Raider,Ankush ,3574.0,7.0,Defender - Left Corner,Ashu Malik,4947.0,7.0,Raider,Yogesh ,5144.0,2.0,Defender - Right Corner,Mohit ,5319.0,3.0,Defender-Right Cover,,,,,,,,,,False,False
43,43,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-27 21:00+05:30,Gujarat Giants won by 3 Pts,2023-12-27 21:00+05:30,Match Completed,3.0,1040,kabaddi,"SDAT Multi purpose Indoor Stadium, Chennai",3072,League,Match 44,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Tamil Thalaivas,30,False,Gujarat Giants,33,True,Gujarat Giants,Ajinkya Ashok Pawar,3097.0,11.0,Raider,Himanshu Singh,4963.0,2.0,Raider,Sahil Singh,4965.0,2.0,Defender - Left Corner,Amirhossein Bastami,4928.0,3.0,Defender,Narender ,5093.0,7.0,Raider,Narender Hooda,629.0,0.0,All Rounder,Mohammad Nabibakhsh,3176.0,1.0,All-Rounder,Parteek Dhaiya,5124.0,8.0,Raider,,,,,,,,,,False,False
44,44,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-29 20:00+05:30,Patna Pirates won by 13 Pts,2023-12-29 20:00+05:30,Match Completed,13.0,1041,kabaddi,"Noida Indoor Stadium, Noida",3073,League,Match 45,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Patna Pirates,46,True,Haryana Steelers,33,False,Patna Pirates,Sudhakar M ,4193.0,5.0,Raider,Zheng-Wei Chen,5248.0,1.0,Raider,,,,,,,,,,,,,Vinay ,3054.0,12.0,Raider,Ashish ,3028.0,2.0,All-Rounder,Jaideep ,4184.0,0.0,Defender - Left Cover,Rahul Sethpal,4186.0,6.0,Defender - Right Corner,Mohit ,5032.0,2.0,Defender - Left Corner,,False,False
45,45,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-29 21:00+05:30,U.P. Yoddhas won by 1 Pts,2023-12-29 21:00+05:30,Match Completed,1.0,1041,kabaddi,"Noida Indoor Stadium, Noida",3074,League,Match 46,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U.P. Yoddhas,34,True,Bengaluru Bulls,33,False,U.P. Yoddhas,Sumit ,3240.0,5.0,Defender - Left Corner,,,,,,,,,,,,,,,,,Surjeet Singh,322.0,2.0,Defender - Right Cover,Vikash Khandola,366.0,1.0,Raider,Neeraj Narwal,3038.0,5.0,Raider,Saurabh Nandal,3228.0,4.0,Defender - Right Corner,Sushil ,4179.0,8.0,Raider,,False,False
46,46,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-30 20:00+05:30,U Mumba won by 18 Pts,2023-12-30 20:00+05:30,Match Completed,18.0,1041,kabaddi,"Noida Indoor Stadium, Noida",3075,League,Match 47,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Telugu Titans,34,False,U Mumba,52,True,U Mumba,Sandeep Dhull,290.0,3.0,Defender - Left Corner,Parvesh Bhainswal,357.0,0.0,Defender - Left Cover,Rajnish ,2290.0,8.0,Raider,Robin Chaudhary,5197.0,7.0,Right Raider,,,,,Surinder Singh,3086.0,1.0,Defender,Rinku ,3964.0,8.0,Defender - Right Corner,Shivam Anil,4970.0,0.0,Raider,Kunal  Bhati ,5262.0,2.0,Left Raider,Sombir ,5160.0,8.0,Defender - Left Corner,,False,False
47,47,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-30 21:00+05:30,Dabang Delhi K.C. won by 10 Pts,2023-12-30 21:00+05:30,Match Completed,10.0,1041,kabaddi,"Noida Indoor Stadium, Noida",3076,League,Match 48,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U.P. Yoddhas,25,False,Dabang Delhi K.C.,35,True,Dabang Delhi K.C.,Pardeep Narwal,197.0,7.0,Raider,Vijay Malik,3081.0,3.0,All-Rounder,Sumit ,3240.0,7.0,Defender - Left Corner,Ashu  Singh,3239.0,1.0,Defender - Right Cover,Mahipal ,5118.0,0.0,Raider,Manjeet ,3965.0,6.0,Raider,Meetu ,4183.0,4.0,Raider,Ashu Malik,4947.0,11.0,Raider,Ashish ,5141.0,5.0,Defender - Left Corner,Yogesh ,5144.0,3.0,Defender - Right Corner,,False,False
48,48,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-31 20:00+05:30,Gujarat Giants won by 9 Pts,2023-12-31 20:00+05:30,Match Completed,9.0,1041,kabaddi,"Noida Indoor Stadium, Noida",3077,League,Match 49,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Gujarat Giants,51,True,Bengal Warriors,42,False,Gujarat Giants,Fazel Atrachali,259.0,2.0,Defender,Ravi Kumar,240.0,2.0,Defender - Right Cover,Arkam Shaikh,2297.0,0.0,All-Rounder,Mohammad Nabibakhsh,3176.0,0.0,All-Rounder,Manuj ,4693.0,1.0,Defender - Right Corner,Akshay Kumar,4873.0,0.0,Defender-Left Corner,Nitin Kumar,5185.0,12.0,Right Raider,,,,,,,,,,,,,,False,False
49,49,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-31 21:00+05:30,Bengaluru Bulls won by 1 Pts,2023-12-31 21:00+05:30,Match Completed,1.0,1041,kabaddi,"Noida Indoor Stadium, Noida",3078,League,Match 50,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Tamil Thalaivas,37,False,Bengaluru Bulls,38,True,Bengaluru Bulls,M. Abishek ,3014.0,1.0,Defender - Right Cover,Sagar ,3236.0,5.0,Defender - Right Corner,Mohit ,4964.0,1.0,Defender - Left Cover,Sahil Singh,4965.0,1.0,Defender - Left Corner,Nitin Singh,5155.0,5.0,Raider,Surjeet Singh,322.0,3.0,Defender - Right Cover,Vikash Khandola,366.0,4.0,Raider,Sachin Narwal,3154.0,3.0,All-Rounder,Saurabh Nandal,3228.0,4.0,Defender - Right Corner,Bharat ,4944.0,9.0,Raider,,False,False
50,50,"Pro Kabaddi League Season 10, 2023",W,44,2024-01-01 20:00+05:30,Puneri Paltan won by 36 Pts,2024-01-01 20:00+05:30,Match Completed,36.0,1041,kabaddi,"Noida Indoor Stadium, Noida",3079,League,Match 51,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Telugu Titans,18,False,Puneri Paltan,54,True,Puneri Paltan,Sandeep Dhull,290.0,5.0,Defender - Left Corner,Sanjeevi S ,4191.0,3.0,All- Rounder,Shankar Gadai,5039.0,0.0,All-Rounder,Omkar Patil,5158.0,0.0,Right Raider,Milad Jabbari,5254.0,2.0,Defender,Sanket Sawant,3234.0,0.0,Defender - Left Cover,Mohit Goyat,4022.0,13.0,Raider,Nitin R,4031.0,0.0,Right Raider,Aditya Shinde,5116.0,3.0,Raider,Gaurav Khatri,5128.0,6.0,Defender - Right Corner,,False,False
51,51,"Pro Kabaddi League Season 10, 2023",W,44,2024-01-01 21:00+05:30,Patna Pirates won by 7 Pts,2024-01-01 21:00+05:30,Match Completed,7.0,1041,kabaddi,"Noida Indoor Stadium, Noida",3080,League,Match 52,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U.P. Yoddhas,41,False,Patna Pirates,48,True,Patna Pirates,Pardeep Narwal,197.0,21.0,Raider,Gurdeep ,2041.0,3.0,All-Rounder,Sumit ,3240.0,2.0,Defender - Left Corner,Ashu  Singh,3239.0,2.0,Defender - Right Cover,Hitesh ,5162.0,0.0,Defender - Right Corner,Manjeet ,763.0,9.0,Raider,Sachin ,757.0,15.0,Raider,Neeraj Kumar,3107.0,5.0,Defender - Right Cover,Manish ,4957.0,0.0,Defender,,,,,,False,False
52,52,"Pro Kabaddi League Season 10, 2023",W,44,2024-01-02 20:00+05:30,Dabang Delhi K.C. won by 7 Pts,2024-01-02 20:00+05:30,Match Completed,7.0,1041,kabaddi,"Noida Indoor Stadium, Noida",3081,League,Match 53,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Gujarat Giants,28,False,Dabang Delhi K.C.,35,True,Dabang Delhi K.C.,Ravi Kumar,240.0,0.0,Defender - Right Cover,Mohammad Nabibakhsh,3176.0,0.0,All-Rounder,Sonu ,3128.0,3.0,Raider,Rakesh ,3966.0,5.0,Raider,Manuj ,4693.0,0.0,Defender - Right Corner,Vishal Bhardwaj,3083.0,0.0,Defender,Manjeet ,3965.0,9.0,Raider,Meetu ,4183.0,3.0,Raider,Ashu Malik,4947.0,11.0,Raider,Yogesh ,5144.0,3.0,Defender - Right Corner,,False,False
53,53,"Pro Kabaddi League Season 10, 2023",W,44,2024-01-03 20:00+05:30,Jaipur Pink Panthers won by 11 Pts,2024-01-03 20:00+05:30,Match Completed,11.0,1041,kabaddi,"Noida Indoor Stadium, Noida",3082,League,Match 54,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Haryana Steelers,34,False,Jaipur Pink Panthers,45,True,Jaipur Pink Panthers,K.Prapanjan ,219.0,4.0,Raider,Mohit ,4954.0,5.0,Defender - Right Cover,Naveen ,5102.0,3.0,Defender - Left Corner,,,,,,,,,Sunil Kumar,368.0,1.0,Defender,Rahul Chaudhari,81.0,3.0,Raider,Bhavani Rajput,660.0,4.0,Raider,Arjun Deshwal,2024.0,14.0,Raider,Ankush ,3574.0,5.0,Defender - Left Corner,,False,False
54,54,"Pro Kabaddi League Season 10, 2023",W,44,2024-01-03 21:00+05:30,Puneri Paltan won by 9 Pts,2024-01-03 21:00+05:30,Match Completed,9.0,1041,kabaddi,"Noida Indoor Stadium, Noida",3083,League,Match 55,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U.P. Yoddhas,31,False,Puneri Paltan,40,True,Puneri Paltan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
55,55,"Pro Kabaddi League Season 10, 2023",W,44,2024-01-05 20:00+05:30,Dabang Delhi K.C. won by 1 Pts,2024-01-05 20:00+05:30,Match Completed,1.0,3,kabaddi,"DOME by NSCI, Mumbai",3084,League,Match 56,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Patna Pirates,37,False,Dabang Delhi K.C.,38,True,Dabang Delhi K.C.,Sachin ,757.0,10.0,Raider,Neeraj Kumar,3107.0,1.0,Defender - Right Cover,Sudhakar M ,4193.0,9.0,Raider,Krishan ,4949.0,3.0,Defender,Manish ,4957.0,1.0,Defender,Mohit ,5319.0,2.0,Defender-Right Cover,,,,,,,,,,,,,,,,,,False,False
56,56,"Pro Kabaddi League Season 10, 2023",W,44,2024-01-05 21:00+05:30,U Mumba won by 5 Pts,2024-01-05 21:00+05:30,Match Completed,5.0,3,kabaddi,"DOME by NSCI, Mumbai",3085,League,Match 57,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U Mumba,40,True,Bengaluru Bulls,35,False,U Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
57,57,"Pro Kabaddi League Season 10, 2023",W,44,2024-01-06 20:00+05:30,Jaipur Pink Panthers won by 10 Pts,2024-01-06 20:00+05:30,Match Completed,10.0,3,kabaddi,"DOME by NSCI, Mumbai",3086,League,Match 58,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U Mumba,31,False,Jaipur Pink Panthers,41,True,Jaipur Pink Panthers,Mahender Singh,769.0,1.0,Defender - Left Cover,Surinder Singh,3086.0,1.0,Defender,Guman Singh,3032.0,13.0,Raider,Jai Bhagwan,5002.0,5.0,Raider,Alireza Mirzaeian,5251.0,6.0,Raider,Arjun Deshwal,2024.0,17.0,Raider,Reza Mirbagheri,5022.0,4.0,Defender,,,,,,,,,,,,,,False,False
